radio,1 Sí,2 No,TOTAL
620420805,419,20,439
620420806,612,41,653
620420807,654,25,679
620420808,583,30,613
620420809,377,13,390
620420810,480,19,499
620420901,627,77,704
620420902,984,110,1094
620420903,802,86,888
620420904,552,41,593
620420905,734,46,780
620420906,881,72,953
620420907,935,72,1007
620420908,689,66,755
620420909,625,54,679
620420910,646,46,692
620421001,984,115,1099
620421002,704,66,770
620421003,650,52,702
620421004,459,36,495
620421005,655,62,717
620421006,670,89,759
620421007,609,61,670
620421008,662,59,721
620421009,824,63,887
620421010,820,79,899
620421011,616,54,670
620421012,484,23,507
620421013,441,18,459
620421101,592,80,672
620421102,683,45,728
620421103,494,45,539
620421104,638,72,710
620421105,776,84,860
620421106,707,70,777
620421107,695,97,792
620421108,427,48,475
620421109,671,86,757
620421110,987,71,1058
620421111,497,38,535
620421112,597,95,692
620421201,804,82,886
620421202,1057,57,1114
620421203,919,67,986
620421204,663,41,704
620421205,372,19,391
620421206,420,26,446
620421207,797,51,848
620421208,636,49,685
620421209,546,35,581
620421210,449,24,473
620421211,370,16,386
620421212,425,21,446
620421213,423,17,440
620421214,250,15,265
620421301,738,79,817
620421302,950,125,1075
620421303,782,68,850
620421304,951,86,1037
620421305,825,75,900
620421306,1091,80,1171
620421401,674,71,745
620421402,59,5,64
620421403,863,105,968
620421404,479,59,538
620421405,953,72,1025
620421406,335,28,363
620421407,718,53,771
620421408,602,73,675
620421409,461,64,525
620421410,319,20,339
620421411,672,67,739
620421412,257,40,297
620421501,1057,104,1161
620421502,584,78,662
620421503,699,65,764
620421504,584,74,658
620421505,559,39,598
620421506,541,68,609
620421507,716,52,768
620421508,388,47,435
620421601,792,72,864
620421602,397,57,454
620421603,594,65,659
620421604,594,54,648
620421701,824,100,924
620421702,595,67,662
620421801,691,33,724
620421802,378,30,408
620421803,963,88,1051
620421804,701,37,738
620421805,755,64,819
620421806,593,55,648
620421807,1083,73,1156
620421901,774,53,827
620421902,602,58,660
620421903,782,67,849
620421904,895,77,972
620421905,268,19,287
620422001,202,36,238
620422002,595,30,625
620422003,373,14,387
620422004,397,16,413
620422005,305,22,327
620422006,703,75,778
620422007,654,39,693
620422008,414,19,433
620422009,339,11,350
620422010,328,21,349
620422011,631,26,657
620422012,553,24,577
620422013,771,45,816
620422101,793,72,865
620422102,441,26,467
620422103,1022,82,1104
620422104,508,32,540
620422105,698,54,752
620422106,600,59,659
620422107,831,71,902
620422108,361,31,392
620422109,330,20,350
620422201,1195,110,1305
620422202,221,12,233
620422203,821,87,908
620422204,216,20,236
620422205,1050,117,1167
620422206,685,69,754
620422301,751,77,828
620422302,648,68,716
620422303,527,40,567
620422304,657,42,699
620422305,1172,86,1258
620422306,663,49,712
620422307,551,33,584
620422308,482,38,520
620422309,551,29,580
620422310,474,32,506
620422311,925,82,1007
620422401,750,57,807
620422402,580,35,615
620422403,670,45,715
620422404,980,61,1041
620422405,891,68,959
620422406,491,33,524
620422407,436,27,463
620422408,823,22,845
620422501,954,66,1020
620422502,867,70,937
620422503,1150,94,1244
620422504,586,51,637
620422505,1038,70,1108
620422506,639,50,689
620422507,788,62,850
620422508,1053,72,1125
620422509,775,71,846
620422510,969,76,1045
620422601,868,72,940
620422602,740,63,803
620422603,1050,98,1148
620422604,557,39,596
620422605,556,63,619
620422606,635,73,708
620422607,529,51,580
620422608,470,53,523
620422609,764,77,841
620422610,555,47,602
620422611,435,40,475
620422612,642,56,698
620422613,687,37,724
620422614,537,21,558
620422615,339,13,352
620422701,600,58,658
620422702,671,53,724
620422703,420,17,437
620422704,418,20,438
620422705,461,26,487
620422706,441,34,475
620422707,443,34,477
620422708,779,44,823
620422709,760,39,799
620422710,771,44,815
620422711,509,35,544
620422712,653,35,688
620422713,796,53,849
620422714,666,53,719
620422715,526,48,574
620422801,979,69,1048
620422802,587,35,622
620422803,1209,57,1266
620422804,1043,87,1130
620422805,1095,80,1175
620422806,1117,69,1186
620422807,757,39,796
620422808,727,59,786
620422901,697,58,755
620422902,423,51,474
620422903,961,89,1050
620422904,834,57,891
620422905,728,69,797
620422906,775,58,833
620422907,730,52,782
620422908,950,66,1016
620422909,947,65,1012
620422910,866,92,958
620423001,668,25,693
620423002,984,52,1036
620423003,610,30,640
620423004,672,44,716
620423005,596,41,637
620423006,108,4,112
620423007,1033,83,1116
620423008,1067,86,1153
620423009,988,77,1065
620423010,771,62,833
620423011,870,105,975
620423012,317,39,356
620423101,1120,115,1235
620423102,1291,122,1413
620423103,919,92,1011
620423104,1113,65,1178
620423105,1208,79,1287
620423106,962,51,1013
620423107,1086,130,1216
620423108,763,69,832
620423109,960,53,1013
620423201,607,52,659
620423202,686,34,720
620423203,651,34,685
620423204,999,76,1075
620423205,534,42,576
620423206,561,38,599
620423207,551,39,590
620423208,533,51,584
620423209,629,50,679
620423210,582,26,608
620423211,632,44,676
620423212,475,26,501
620423301,551,46,597
620423302,590,37,627
620423303,981,69,1050
620423304,778,44,822
620423305,567,38,605
620423306,420,10,430
620423307,359,22,381
620423308,347,13,360
620423309,480,14,494
620423310,514,28,542
620423311,787,39,826
620423401,699,53,752
620423402,1295,92,1387
620423403,737,51,788
620423404,599,34,633
620423405,873,51,924
620423406,493,35,528
620423407,429,46,475
620423408,452,38,490
620423409,613,51,664
620423410,1053,37,1090
620423501,478,19,497
620423502,546,14,560
620423503,585,29,614
620423504,531,29,560
620423505,533,16,549
620423506,530,21,551
620423507,860,41,901
620423508,550,32,582
620423509,787,29,816
620423601,718,40,758
620423602,546,16,562
620423603,678,35,713
620423604,675,50,725
620423605,474,34,508
620423606,491,26,517
620423607,721,26,747
620423608,739,63,802
620423609,686,32,718
620423610,488,30,518
620423611,704,42,746
620423612,661,44,705
620423701,621,95,716
620423702,564,63,627
620423703,746,117,863
620423704,749,83,832
620423705,935,88,1023
620423706,1032,137,1169
620423707,954,112,1066
620423708,262,38,300
620423709,1105,118,1223
620423710,992,77,1069
620423711,547,59,606
620423801,810,77,887
620423802,889,64,953
620423803,689,61,750
620423804,532,46,578
620423805,692,35,727
620423806,524,32,556
620423807,802,22,824
620423808,618,50,668
620423809,587,37,624
620423810,657,34,691
620423811,983,61,1044
620423812,511,28,539
620423813,618,51,669
620423814,1093,75,1168
620423901,557,21,578
620423902,333,15,348
620423903,354,14,368
620423904,483,17,500
620423905,728,32,760
620423906,581,29,610
620423907,714,36,750
620423908,430,19,449
620423909,388,11,399
620423910,401,17,418
620423911,663,33,696
620423912,451,9,460
620424001,881,90,971
620424002,547,68,615
620424003,1180,41,1221
620424004,975,89,1064
620424005,519,54,573
620424006,555,45,600
620424007,745,64,809
620424008,471,33,504
620424009,1020,81,1101
620424010,396,28,424
620424011,797,35,832
620424012,519,35,554
620424013,336,34,370
620424014,978,70,1048
620424101,533,27,560
620424102,520,17,537
620424103,455,16,471
620424104,294,8,302
620424105,597,26,623
620424106,483,19,502
620424107,416,24,440
620424108,623,23,646
620424109,423,21,444
620424110,367,15,382
620424111,555,32,587
620424112,677,35,712
620424113,474,20,494
620424114,452,22,474
620424201,783,70,853
620424202,845,59,904
620424203,601,30,631
620424204,716,24,740
620424205,530,40,570
620424206,1030,104,1134
620424207,1104,87,1191
620424208,922,70,992
620424209,953,59,1012
620424210,623,35,658
620424301,827,96,923
620424302,304,18,322
620424303,529,24,553
620424304,465,24,489
620424305,791,54,845
620424306,1132,81,1213
620424307,890,52,942
620424308,920,64,984
620424309,945,79,1024
620424310,768,48,816
620424311,867,78,945
620424312,1085,100,1185
620490101,660,95,755
620490102,830,92,922
620490103,178,28,206
620490104,234,61,295
620490105,246,60,306
620490106,561,93,654
620490107,149,46,195
620560101,444,53,497
620560102,234,40,274
620560103,349,143,492
620560104,357,59,416
620630101,633,26,659
620630102,414,17,431
620630103,540,28,568
620630104,629,48,677
620630105,651,53,704
620630106,859,78,937
620630107,225,20,245
620630108,620,71,691
620630109,737,35,772
620630110,392,21,413
620630111,463,17,480
620630112,615,44,659
620630113,1002,59,1061
620630114,347,17,364
620630115,607,44,651
620630116,346,15,361
620630117,604,61,665
620630118,459,39,498
620630201,849,52,901
620630202,262,15,277
620630203,160,6,166
620630204,349,20,369
620630205,613,59,672
620630301,52,1,53
620630302,94,7,101
620630401,116,4,120
620700101,655,58,713
620700102,657,95,752
620700103,589,67,656
620700104,501,86,587
620700105,239,47,286
620700106,317,64,381
620700107,335,47,382
620700201,628,31,659
620700202,514,41,555
620700203,918,61,979
620700204,458,28,486
620700205,589,36,625
620770101,547,56,603
620770102,400,30,430
620770103,365,26,391
620770104,606,31,637
620770105,310,18,328
620770106,549,36,585
620770107,737,54,791
620770108,526,43,569
620770109,699,61,760
620770110,626,33,659
620770111,1011,149,1160
620770112,854,79,933
620770113,492,40,532
620770114,395,24,419
620770115,357,17,374
620770116,487,21,508
620770117,621,46,667
620770201,915,47,962
620770202,428,44,472
620770203,502,62,564
620770204,305,25,330
620770205,763,47,810
620770206,468,21,489
620770207,370,18,388
620770208,767,73,840
620770209,557,54,611
620770210,750,110,860
620770211,642,55,697
620770301,169,7,176
620770302,141,11,152
620770303,149,3,152
620770304,234,16,250
620770305,385,25,410
620770306,124,9,133
620770307,410,26,436
620770401,323,35,358
620770402,314,24,338
620770403,994,60,1054
620770404,1145,82,1227
620770405,929,64,993
620770406,1000,85,1085
620770407,104,9,113
620770408,19,6,25
620770409,502,43,545
620770410,207,15,222
620770411,286,10,296
620770412,268,26,294
620770413,577,58,635
620770501,40,4,44
620770502,29,3,32
620770503,67,6,73
620770504,80,3,83
620770601,139,5,144
620770602,81,10,91
620770603,175,13,188
620770604,228,14,242
620770605,299,19,318
620770606,134,6,140
620770607,212,8,220
620840101,441,46,487
620840102,364,36,400
620840103,341,47,388
620840104,788,76,864
620840105,477,63,540
620840106,390,43,433
620840107,521,62,583
620840201,28,4,32
620840202,128,14,142
620840203,65,4,69
620840204,144,14,158
620840205,26,3,29
620840206,58,8,66
620840207,53,30,83
620840208,224,42,266
620840209,104,21,125
620849999,1922,199,2121
620910101,1270,154,1424
620910102,808,125,933
620910103,1167,176,1343
620910104,624,121,745
620910201,638,93,731
620910202,891,114,1005
620910203,554,68,622
620910301,564,73,637
620910302,413,46,459
620910303,698,62,760
620910304,724,96,820
620910305,1009,180,1189
620910306,513,64,577
620910307,585,47,632
620910308,756,131,887
620910401,108,12,120
620910402,141,26,167
620910403,95,16,111
620910404,593,239,832
620910405,264,119,383
620910406,169,106,275
620910407,154,58,212
660070101,539,88,627
660070102,22,0,22
660070103,256,106,362
660070104,70,59,129
660070105,216,52,268
660070106,602,92,694
660070107,662,116,778
660070108,847,123,970
660070201,253,52,305
660070202,155,15,170
660070203,9,9,18
660070204,358,45,403
660070205,682,123,805
660070206,34,3,37
660070207,856,127,983
660070208,770,63,833
660070209,663,72,735
660070210,601,49,650
660070211,887,84,971
660070212,852,154,1006
660070213,686,86,772
660070214,673,118,791
660070301,7,1,8
660070302,48,6,54
660070303,629,72,701
660070304,106,5,111
660070305,54,16,70
660070306,13,0,13
660070307,30,1,31
660070308,81,10,91
660070309,39,3,42
660070310,8,1,9
660070311,48,4,52
660070312,11,1,12
660070313,32,3,35
660070314,34,5,39
660070315,603,103,706
660070316,1114,212,1326
660070317,976,97,1073
660070318,1298,126,1424
660070319,823,89,912
660070320,1034,174,1208
660070321,1281,233,1514
660070322,947,138,1085
660070401,65,6,71
660070402,42,5,47
660070403,45,6,51
660070404,33,11,44
660070405,327,52,379
660070406,47,7,54
660070407,240,59,299
660070408,1059,127,1186
660070409,117,19,136
660070410,156,36,192
660070411,34,10,44
660070412,112,8,120
660070413,148,18,166
660070414,367,38,405
660070415,571,69,640
660070416,1377,78,1455
660070417,1282,184,1466
660070418,1126,102,1228
660070419,1014,106,1120
660070420,1095,95,1190
660070421,614,49,663
660070422,784,49,833
660070423,887,68,955
660070424,1521,209,1730
660070425,928,128,1056
660070426,892,196,1088
660070427,894,221,1115
660070501,137,31,168
660070502,52,17,69
660070503,106,25,131
660070504,76,17,93
660070505,151,33,184
660070506,103,26,129
660070507,27,0,27
660070508,169,65,234
660070509,53,13,66
660070510,671,131,802
660070601,1543,216,1759
660070602,52,9,61
660070603,52,21,73
660070604,73,13,86
660070605,37,11,48
660070606,160,33,193
660070607,183,20,203
660070608,136,22,158
660070609,165,21,186
660070610,114,10,124
660070611,290,33,323
660070612,139,37,176
660070613,20,0,20
660070614,1075,172,1247
660070615,725,75,800
660070616,686,79,765
660070617,886,106,992
660070618,660,79,739
660070619,831,149,980
660070620,684,64,748
660070621,1102,209,1311
660140101,554,44,598
660140102,135,20,155
660140103,432,50,482
660140104,453,42,495
660140201,9,4,13
660140202,2113,243,2356
660140203,727,74,801
660140204,244,24,268
660140205,24,4,28
660140206,995,82,1077
660140207,568,42,610
660210101,258,48,306
660210102,107,15,122
660210103,737,80,817
660210104,978,98,1076
660210105,62,21,83
660210106,260,34,294
660210107,877,70,947
660210108,1117,102,1219
660210109,1098,88,1186
660210110,1103,113,1216
660210111,759,68,827
660210112,1022,100,1122
660210113,899,96,995
660210114,1222,76,1298
660210115,1031,92,1123
660210116,1144,91,1235
660210201,14,1,15
660210202,40,4,44
660280101,420,32,452
660280102,211,11,222
660280103,113,19,132
660280104,1257,148,1405
660280105,1022,99,1121
660280106,1069,81,1150
660280107,748,46,794
660280108,582,41,623
660280109,845,63,908
660280110,971,76,1047
660280111,833,65,898
660280112,1315,80,1395
660280113,670,39,709
660280114,921,60,981
660280115,599,59,658
660280116,374,44,418
660280117,1244,114,1358
660280118,1226,170,1396
660280119,973,150,1123
660280120,632,53,685
660280121,453,38,491
660280201,759,45,804
660280202,682,60,742
660280203,36,6,42
660280204,41,1,42
660280205,573,90,663
660280206,889,108,997
660280207,1373,112,1485
660280208,665,112,777
660280301,18,2,20
660280302,43,11,54
660280303,37,5,42
660280304,62,6,68
660280401,853,50,903
